Main_genome	haplotype	similarity_pair	best_match	similarity_best_match
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE299	CALSED01_EVE297	100	CALSED01_EVE297	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE300	CALSED01_EVE298	100	CALSED01_EVE298	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE301	CALSED01_EVE299	100	CALSED01_EVE299	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE302	CALSED01_EVE300	100	CALSED01_EVE300	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE303	CALSED01_EVE301	100	CALSED01_EVE301	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE304	CALSED01_EVE302	100	CALSED01_EVE302	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE305	CALSED01_EVE303	100	CALSED01_EVE303	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE306	CALSED01_EVE304	100	CALSED01_EVE304	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE307	CALSED01_EVE305	100	CALSED01_EVE305	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE308	CALSED01_EVE306	100	CALSED01_EVE306	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE309	CALSED01_EVE307	100	CALSED01_EVE307	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE310	CALSED01_EVE308	100	CALSED01_EVE308	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE311	CALSED01_EVE309	100	CALSED01_EVE309	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE312	CALSED01_EVE310	100	CALSED01_EVE310	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE313	CALSED01_EVE311	100	CALSED01_EVE311	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE314	CALSED01_EVE312	100	CALSED01_EVE312	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE315	CALSED01_EVE313	100	CALSED01_EVE313	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE316	CALSED01_EVE314	100	CALSED01_EVE314	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE317	CALSED01_EVE315	100	CALSED01_EVE315	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE318	CALSED01_EVE316	100	CALSED01_EVE316	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE319	CALSED01_EVE317	100	CALSED01_EVE317	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE320	CALSED01_EVE318	100	CALSED01_EVE318	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE321	CALSED01_EVE319	100	CALSED01_EVE319	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE322	CALSED01_EVE320	100	CALSED01_EVE320	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE323	CALSED01_EVE321	100	CALSED01_EVE321	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE324	CALSED01_EVE322	100	CALSED01_EVE322	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE325	CALSED01_EVE323	100	CALSED01_EVE323	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE326	CALSED01_EVE324	100	CALSED01_EVE324	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE327	CALSED01_EVE325	100	CALSED01_EVE325	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE328	CALSED01_EVE326	100	CALSED01_EVE326	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE329	CALSED01_EVE327	100	CALSED01_EVE327	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE330	CALSED01_EVE328	100	CALSED01_EVE328	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE331	CALSED01_EVE329	100	CALSED01_EVE329	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE332	CALSED01_EVE330	100	CALSED01_EVE330	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE333	CALSED01_EVE331	100	CALSED01_EVE331	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE334	CALSED01_EVE332	100	CALSED01_EVE332	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE335	CALSED01_EVE333	100	CALSED01_EVE333	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE336	CALSED01_EVE334	100	CALSED01_EVE334	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE337	CALSED01_EVE335	100	CALSED01_EVE335	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE338	CALSED01_EVE336	100	CALSED01_EVE336	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE339	CALSED01_EVE337	100	CALSED01_EVE337	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE340	CALSED01_EVE338	100	CALSED01_EVE338	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE341	CALSED01_EVE339	100	CALSED01_EVE339	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE342	CALSED01_EVE340	100	CALSED01_EVE340	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE343	CALSED01_EVE341	100	CALSED01_EVE341	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE344	CALSED01_EVE342	100	CALSED01_EVE342	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE345	CALSED01_EVE343	100	CALSED01_EVE343	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE346	CALSED01_EVE344	100	CALSED01_EVE344	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE347	CALSED01_EVE345	100	CALSED01_EVE345	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE348	CALSED01_EVE346	100	CALSED01_EVE346	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE349	CALSED01_EVE347	100	CALSED01_EVE347	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE350	CALSED01_EVE348	100	CALSED01_EVE348	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE351	CALSED01_EVE349	100	CALSED01_EVE349	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE352	CALSED01_EVE350	100	CALSED01_EVE350	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE353	CALSED01_EVE351	100	CALSED01_EVE351	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE354	CALSED01_EVE352	100	CALSED01_EVE352	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE355	CALSED01_EVE353	100	CALSED01_EVE353	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE357	CALSED01_EVE354	100	CALSED01_EVE354	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE358	CALSED01_EVE355	100	CALSED01_EVE355	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE359	CALSED01_EVE356	100	CALSED01_EVE356	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE015 (reversed)	CALSED01_EVE009..reversed.	99.8801	CALSED01_EVE009..reversed.	99.8801
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE824 (reversed)	CALSED01_EVE374..reversed.	99.8255	CALSED01_EVE374..reversed.	99.8255
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE033 (reversed)	CALSED01_EVE032..reversed.	99.7792	CALSED01_EVE032..reversed.	99.7792
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE014 (reversed)	CALSED01_EVE006..reversed.	99.7602	CALSED01_EVE006..reversed.	99.7602
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE018 (reversed)	CALSED01_EVE010..reversed.	99.7602	CALSED01_EVE010..reversed.	99.7602
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE023 (reversed)	CALSED01_EVE014..reversed.	99.7602	CALSED01_EVE014..reversed.	99.7602
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE814 (reversed)	CALSED01_EVE376..reversed.	99.7382	CALSED01_EVE376..reversed.	99.7382
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE869 (reversed)	CALSED01_EVE387..reversed.	99.7382	CALSED01_EVE387..reversed.	99.7382
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE815 (reversed)	CALSED01_EVE377..reversed.	99.7382	CALSED01_EVE377..reversed.	99.7382
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE808 (reversed)	CALSED01_EVE362..reversed.	99.7183	CALSED01_EVE362..reversed.	99.7183
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE012 (reversed)	CALSED01_EVE005..reversed.	99.6748	CALSED01_EVE005..reversed.	99.6748
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE817 (reversed)	CALSED01_EVE372..reversed.	99.651	CALSED01_EVE372..reversed.	99.651
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE834 (reversed)	CALSED01_EVE379..reversed.	99.651	CALSED01_EVE379..reversed.	99.651
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE006 (reversed)	CALSED01_EVE019..reversed.	99.6466	CALSED01_EVE019..reversed.	99.6466
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE022 (reversed)	CALSED01_EVE013..reversed.	99.6394	CALSED01_EVE013..reversed.	99.6394
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE020 (reversed)	CALSED01_EVE008..reversed.	99.6124	CALSED01_EVE008..reversed.	99.6124
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE009 (reversed)	CALSED01_EVE003..reversed.	99.6078	CALSED01_EVE003..reversed.	99.6078
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE019 (reversed)	CALSED01_EVE011..reversed.	99.5204	CALSED01_EVE011..reversed.	99.5204
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE031 (reversed)	CALSED01_EVE029..reversed.	99.4911	CALSED01_EVE029..reversed.	99.4911
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE804 (reversed)	CALSED01_EVE360..reversed.	99.4845	CALSED01_EVE360..reversed.	99.4845
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE819 (reversed)	CALSED01_EVE369..reversed.	99.4764	CALSED01_EVE369..reversed.	99.4764
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE851 (reversed)	CALSED01_EVE380..reversed.	99.4764	CALSED01_EVE380..reversed.	99.4764
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE856 (reversed)	CALSED01_EVE371..reversed.	99.3892	CALSED01_EVE371..reversed.	99.3892
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE001 (reversed)	CALSED01_EVE020..reversed.	99.3671	CALSED01_EVE020..reversed.	99.3671
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE029 (reversed)	CALSED01_EVE027..reversed.	99.3289	CALSED01_EVE027..reversed.	99.3289
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE818 (reversed)	CALSED01_EVE383..reversed.	99.3019	CALSED01_EVE383..reversed.	99.3019
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE030 (reversed)	CALSED01_EVE028..reversed.	99.1979	CALSED01_EVE028..reversed.	99.1979
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE007 (reversed)	CALSED01_EVE002..reversed.	99.1786	CALSED01_EVE002..reversed.	99.1786
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE010 (reversed)	CALSED01_EVE004..reversed.	98.9501	CALSED01_EVE004..reversed.	98.9501
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE040 (reversed)	CALSED01_EVE039..reversed.	98.8889	CALSED01_EVE039..reversed.	98.8889
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE037	CALSED01_EVE035	98.8701	CALSED01_EVE035	98.8701
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE035 (reversed)	CALSED01_EVE033..reversed.	98.7306	CALSED01_EVE033..reversed.	98.7306
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE836 (reversed)	CALSED01_EVE370..reversed.	98.6957	CALSED01_EVE370..reversed.	98.6957
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE005	CALSED01_EVE001	98.6364	CALSED01_EVE001	98.6364
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE028 (reversed)	CALSED01_EVE026..reversed.	98.4848	CALSED01_EVE026..reversed.	98.4848
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE036 (reversed)	CALSED01_EVE034..reversed.	98.476	CALSED01_EVE034..reversed.	98.476
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE832 (reversed)	CALSED01_EVE375..reversed.	98.3421	CALSED01_EVE375..reversed.	98.3421
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE013 (reversed)	CALSED01_EVE015..reversed.	98.3333	CALSED01_EVE015..reversed.	98.3333
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE027 (reversed)	CALSED01_EVE017..reversed.	98.2659	CALSED01_EVE017..reversed.	98.2659
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE011 (reversed)	CALSED01_EVE007..reversed.	98.0392	CALSED01_EVE007..reversed.	98.0392
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE002 (reversed)	CALSED01_EVE022..reversed.	97.8913	CALSED01_EVE022..reversed.	97.8913
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE026 (reversed)	CALSED01_EVE016..reversed.	97.8155	CALSED01_EVE016..reversed.	97.8155
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE855 (reversed)	CALSED01_EVE373..reversed.	97.644	CALSED01_EVE373..reversed.	97.644
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE799 (reversed)	CALSED01_EVE365..reversed.	95.8333	CALSED01_EVE365..reversed.	95.8333
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE816 (reversed)	CALSED01_EVE384..reversed.	95.8115	CALSED01_EVE384..reversed.	95.8115
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE034 (reversed)	NA	NA	CALSED01_EVE017..reversed.	33.526
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE004 (reversed)	NA	NA	CALSED01_EVE021..reversed.	92.5926
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE008 (reversed)	NA	NA	CALSED01_EVE003..reversed.	99.4771
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE016 (reversed)	NA	NA	CALSED01_EVE013..reversed.	99.2788
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE017 (reversed)	NA	NA	CALSED01_EVE009..reversed.	99.1607
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE024 (reversed)	NA	NA	CALSED01_EVE005..reversed.	89.9838
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE003 (reversed)	NA	NA	CALSED01_EVE022..reversed.	93.5683
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE025	NA	NA	CALSED01_EVE015..reversed.	28.9575
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE835 (reversed)	NA	NA	CALSED01_EVE377..reversed.	99.651
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE821 (reversed)	NA	NA	CALSED01_EVE377..reversed.	99.5637
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE822 (reversed)	NA	NA	CALSED01_EVE369..reversed.	99.4764
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE837 (reversed)	NA	NA	CALSED01_EVE369..reversed.	99.1274
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE838 (reversed)	NA	NA	CALSED01_EVE377..reversed.	98.8656
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE858 (reversed)	NA	NA	CALSED01_EVE369..reversed.	95.6853
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE825 (reversed)	NA	NA	CALSED01_EVE378..reversed.	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE826 (reversed)	NA	NA	CALSED01_EVE378..reversed.	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE827 (reversed)	NA	NA	CALSED01_EVE378..reversed.	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE828 (reversed)	NA	NA	CALSED01_EVE378..reversed.	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE829 (reversed)	NA	NA	CALSED01_EVE378..reversed.	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE831 (reversed)	NA	NA	CALSED01_EVE378..reversed.	99.9127
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE809 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.4084
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE839 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.7574
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE840 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.7498
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE842 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.7498
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE843 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.7498
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE852 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.7498
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE846 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.6614
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE844 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.5829
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE845 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.5829
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE860 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.4956
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE848 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.7574
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE863 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.8447
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE865 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.9319
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE866 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.7574
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE841 (reversed)	NA	NA	CALSED01_EVE378..reversed.	90.2269
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE847 (reversed)	NA	NA	CALSED01_EVE378..reversed.	90.1396
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE862 (reversed)	NA	NA	CALSED01_EVE378..reversed.	90.2269
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE864 (reversed)	NA	NA	CALSED01_EVE378..reversed.	90.2269
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE849 (reversed)	NA	NA	CALSED01_EVE378..reversed.	90.4014
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE861 (reversed)	NA	NA	CALSED01_EVE378..reversed.	90.3141
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE850 (reversed)	NA	NA	CALSED01_EVE378..reversed.	90.3141
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE853 (reversed)	NA	NA	CALSED01_EVE378..reversed.	93.0192
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE854 (reversed)	NA	NA	CALSED01_EVE378..reversed.	93.9791
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE810 (reversed)	NA	NA	CALSED01_EVE378..reversed.	92.3759
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE800 (reversed)	NA	NA	CALSED01_EVE379..reversed.	86.039
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE812 (reversed)	NA	NA	CALSED01_EVE366..reversed.	85.3503
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE857 (reversed)	NA	NA	CALSED01_EVE366..reversed.	85.0575
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE859 (reversed)	NA	NA	CALSED01_EVE366..reversed.	85.4023
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE833 (reversed)	NA	NA	CALSED01_EVE366..reversed.	85.5072
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE811 (reversed)	NA	NA	CALSED01_EVE359..reversed.	97.0588
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE807 (reversed)	NA	NA	CALSED01_EVE365..reversed.	87.8136
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE805 (reversed)	NA	NA	CALSED01_EVE360..reversed.	42.2078
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE813 (reversed)	NA	NA	CALSED01_EVE365..reversed.	87.8136
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE360	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE361	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE362	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE363	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE364	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE365	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE366	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE367	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE368	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE369	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE370	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE371	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE372	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE373	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE374	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE375	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE376	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE377	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE378	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE379	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE380	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE381	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE382	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE383	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE384	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE385	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE386	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE387	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE388	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE389	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE390	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE391	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE392	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE393	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE394	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE395	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE396	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE397	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE398	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE399	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE400	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE401	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE402	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE403	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE404	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE405	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE406	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE407	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE408	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE409	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE410	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE411	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE412	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE413	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE414	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE415	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE416	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE417	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE418	NA	NA	CALSED01_EVE040	100
GCF_943734755.1_idAnoMoucSN_F20_07_genomic_EVE419	NA	NA	CALSED01_EVE040	100
