,OX030884.1_8360996-8361102:-,OX030884.1_8380371-8380477:-,OX030884.1_8394739-8394845:-,OX030884.1_8404059-8404165:-,OX030884.1_8414114-8414220:-,OX030884.1_8428482-8428588:-,OX030884.1_8437802-8437908:-,OX030884.1_8453132-8453238:-,OX030884.1_8470184-8470290:-,OX030884.1_8480098-8480204:-,OX030885.1_6553538-6553644:+,CALSEH02_EVE017,CALSEH02_EVE018,CALSEH02_EVE019,CALSEH02_EVE020,CALSEH02_EVE021,CALSEH02_EVE022,CALSEH02_EVE023,CALSEH02_EVE024,CALSEH02_EVE025,CALSEH02_EVE026,CALSEH02_EVE027,CALSEH02_EVE028,CALSEH02_EVE029,CALSEH02_EVE030,CALSEH02_EVE031,CALSEH02_EVE033,CALSEH02_EVE034,CALSEH02_EVE035,CALSEH02_EVE036,CALSEH02_EVE037,CALSEH02_EVE038,CALSEH02_EVE039,CALSEH02_EVE040,CALSEH02_EVE041,CALSEH02_EVE042,CALSEH02_EVE043,CALSEH02_EVE044,CALSEH02_EVE045,CALSEH02_EVE046,CALSEH02_EVE047,CALSEH02_EVE048,CALSEH02_EVE049,CALSEH02_EVE050,CALSEH02_EVE051,CALSEH02_EVE052,CALSEH02_EVE053,CALSEH02_EVE054,CALSEH02_EVE055,CALSEH02_EVE056,CALSEH02_EVE057,CALSEH02_EVE058,CALSEH02_EVE059,CALSEH02_EVE060,CALSEH02_EVE061,CALSEH02_EVE062,CALSEH02_EVE063,CALSEH02_EVE064,CALSEH02_EVE065,CALSEH02_EVE066,CALSEH02_EVE067,CALSEH02_EVE068,CALSEH02_EVE069,CALSEH02_EVE070,CALSEH02_EVE071,CALSEH02_EVE072,CALSEH02_EVE073,CALSEH02_EVE074,CALSEH02_EVE075,CALSEH02_EVE076,CALSEH02_EVE077,CALSEH02_EVE078,CALSEH02_EVE079,CALSEH02_EVE080,CALSEH02_EVE081,CALSEH02_EVE082,CALSEH02_EVE083,CALSEH02_EVE084,CALSEH02_EVE085,CALSEH02_EVE086,CALSEH02_EVE087,CALSEH02_EVE088,CALSEH02_EVE089,CALSEH02_EVE090,CALSEH02_EVE091,CALSEH02_EVE092,CALSEH02_EVE093,CALSEH02_EVE094,CALSEH02_EVE095,CALSEH02_EVE096,CALSEH02_EVE097,CALSEH02_EVE098,CALSEH02_EVE099,CALSEH02_EVE100,CALSEH02_EVE101,CALSEH02_EVE102,CALSEH02_EVE103,CALSEH02_EVE104,CALSEH02_EVE105,CALSEH02_EVE106,CALSEH02_EVE107,CALSEH02_EVE108,CALSEH02_EVE109,CALSEH02_EVE110,CALSEH02_EVE111,CALSEH02_EVE112,CALSEH02_EVE113,CALSEH02_EVE114,CALSEH02_EVE115,CALSEH02_EVE116,CALSEH02_EVE117,CALSEH02_EVE118,CALSEH02_EVE119,CALSEH02_EVE120,CALSEH02_EVE121,CALSEH02_EVE122,CALSEH02_EVE123,CALSEH02_EVE124,CALSEH02_EVE125,CALSEH02_EVE126,CALSEH02_EVE127,CALSEH02_EVE128,CALSEH02_EVE129,CALSEH02_EVE130,CALSEH02_EVE131,CALSEH02_EVE132,CALSEH02_EVE133,CALSEH02_EVE134,CALSEH02_EVE135,CALSEH02_EVE136,CALSEH02_EVE137,CALSEH02_EVE138,CALSEH02_EVE139,CALSEH02_EVE140,CALSEH02_EVE141,CALSEH02_EVE142,CALSEH02_EVE143,CALSEH02_EVE144,CALSEH02_EVE145,CALSEH02_EVE146,CALSEH02_EVE147,CALSEH02_EVE148,CALSEH02_EVE149,CALSEH02_EVE150,CALSEH02_EVE151,CALSEH02_EVE152,CALSEH02_EVE153,CALSEH02_EVE154,CALSEH02_EVE155,CALSEH02_EVE156,CALSEH02_EVE157,CALSEH02_EVE158,CALSEH02_EVE159,OX030884.1_8370316-8370422:-,CALSEH02_EVE032,CALSEH02_EVE160,OX030882.1_38507842-38508800:-,CALSEH02_EVE161,OX030883.1_30466570-30467058:-,CALSEH02_EVE176,OX030883.1_28782109-28783254:+,CALSEH02_EVE179,OX030883.1_30488908-30490053:-,OX030883.1_53991625-53992770:-,CALSEH02_EVE177,OX030883.1_30998446-30999085:+,CALSEH02_EVE175,OX030883.1_31017296-31017475:+,CALSEH02_EVE173,OX030883.1_30246078-30246480:+,OX030883.1_31013516-31013641:+,OX030883.1_30249548-30249889:+,OX030883.1_30915983-30916108:-,CALSEH02_EVE163,OX030883.1_31004819-31005073:+,CALSEH02_EVE166,CALSEH02_EVE164,CALSEH02_EVE168,CALSEH02_EVE170,OX030883.1_30247756-30248160:+,CALSEH02_EVE167,CALSEH02_EVE172,CALSEH02_EVE165,OX030882.1_49753314-49753871:-,CALSEH02_EVE169,OX030882.1_49758702-49759498:-,CALSEH02_EVE178,CALSEH02_EVE171,OX030883.1_30461500-30461920:-,OX030883.1_30913414-30913616:-,CALSEH02_EVE174,OX030882.1_49752806-49752988:-,OX030883.1_31133575-31134460:+,CALSEH02_EVE180,OX030883.1_30672308-30673114:+,CALSEH02_EVE007,OX030883.1_32282616-32283565:+,CALSEH02_EVE006,OX030883.1_32329380-32330480:+,CALSEH02_EVE008,CALSEH02_EVE010,OX030883.1_31708133-31709810:+,CALSEH02_EVE011,OX030883.1_32187244-32188535:+,CALSEH02_EVE012,OX030883.1_30526712-30527206:-,CALSEH02_EVE013,OX030883.1_30844580-30845158:+,CALSEH02_EVE016,CALSEH02_EVE014,OX030883.1_32055880-32056653:+,CALSEH02_EVE004,OX030883.1_32412642-32412950:+,CALSEH02_EVE009,OX030883.1_31615193-31616206:+,OX030883.1_16182208-16182952:-,CALSEH02_EVE002,OX030883.1_16187353-16187705:-,CALSEH02_EVE001,OX030883.1_39188636-39188836:+,CALSEH02_EVE182,CALSEH02_EVE003,OX030883.1_16187779-16188274:-,CALSEH02_EVE015,OX030882.1_55886281-55886936:+,CALSEH02_EVE005
OX030885.1_6553538-6553644:+,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE017,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE018,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE019,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE020,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE021,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE022,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE023,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE024,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE025,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE026,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
CALSEH02_EVE027,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,99.07,83.49,4.04,4.08,3.44,3.72,4.19,4.04,4.04,4.04,4.19,3.28,3.28,9.72,9.72,9.00,9.52,8.65,9.52,9.52,5.70,9.64,5.61,7.72,9.00,2.22,2.31,4.75,5.88,3.45,3.45,5.10,5.10,0.00,4.25,0.00,4.25,14.08,4.55,4.57,4.04,4.13,4.11,4.37,4.03,3.08,3.08,2.85,2.95,4.30,3.98,7.57,7.60,7.45,7.45,7.45,4.64,4.64,7.86,7.86,4.29,6.01,6.01,6.46,7.14,6.15,6.15,3.75,6.35,6.32,8.15,8.15
